transaction_id,product_id,product_name,date,day_part,day_type,quantity,unit_price,cost 
843,2,Brownie,2016-11-24,Morning,Weekday,1,3.50,3.50
844,3,Cake,2016-11-24,Morning,Weekday,1,5.00,5.00
845,3,Cake,2016-11-24,Afternoon,Weekday,1,5.00,5.00
846,5,Fudge,2016-11-24,Afternoon,Weekday,1,2.00,2.00
847,2,Brownie,2016-11-24,Afternoon,Weekday,1,3.50,3.50
848,2,Brownie,2016-11-24,Afternoon,Weekday,4,3.50,14.00
849,3,Cake,2016-11-24,Afternoon,Weekday,1,5.00,5.00
850,3,Cake,2016-11-24,Afternoon,Weekday,3,5.00,15.00
851,1,Alfajores,2016-11-24,Afternoon,Weekday,1,2.00,2.00
852,3,Cake,2016-11-24,Afternoon,Weekday,1,5.00,5.00
853,3,Cake,2016-11-24,Afternoon,Weekday,2,5.00,10.00
854,2,Brownie,2016-11-24,Afternoon,Weekday,2,3.50,7.00
855,1,Alfajores,2016-11-24,Afternoon,Weekday,1,2.00,2.00
856,3,Cake,2016-11-24,Afternoon,Weekday,1,5.00,5.00
857,8,Pastry,2016-11-25,Morning,Weekday,1,3.50,3.50
858,2,Brownie,2016-11-25,Morning,Weekday,1,3.50,3.50
859,8,Pastry,2016-11-25,Morning,Weekday,1,3.50,3.50
860,3,Cake,2016-11-25,Morning,Weekday,1,5.00,5.00
861,8,Pastry,2016-11-25,Morning,Weekday,1,3.50,3.50
862,4,Cookies,2016-11-25,Morning,Weekday,1,1.50,1.50
863,1,Alfajores,2016-11-25,Morning,Weekday,1,2.00,2.00
864,1,Alfajores,2016-11-25,Morning,Weekday,1,2.00,2.00
865,3,Cake,2016-11-25,Afternoon,Weekday,1,5.00,5.00
866,8,Pastry,2016-11-25,Afternoon,Weekday,2,3.50,7.00
867,2,Brownie,2016-11-25,Afternoon,Weekday,1,3.50,3.50
868,1,Alfajores,2016-11-25,Afternoon,Weekday,1,2.00,2.00
869,1,Alfajores,2016-11-25,Afternoon,Weekday,1,2.00,2.00
870,8,Pastry,2016-11-25,Afternoon,Weekday,1,3.50,3.50
871,1,Alfajores,2016-11-25,Evening,Weekday,2,2.00,4.00
872,3,Cake,2016-11-25,Evening,Weekday,1,5.00,5.00
873,2,Brownie,2016-11-25,Evening,Weekday,1,3.50,3.50
874,1,Alfajores,2016-11-25,Evening,Weekday,2,2.00,4.00
875,8,Pastry,2016-11-25,Evening,Weekday,1,3.50,3.50
876,8,Pastry,2016-11-25,Evening,Weekday,3,3.50,10.50
877,2,Brownie,2016-11-25,Evening,Weekday,1,3.50,3.50
878,8,Pastry,2016-11-26,Morning,Weekend,1,3.50,3.50
879,3,Cake,2016-11-26,Morning,Weekend,1,5.00,5.00
880,7,Muffin,2016-11-26,Morning,Weekend,1,2.00,2.00
881,7,Muffin,2016-11-26,Morning,Weekend,3,2.00,6.00
882,3,Cake,2016-11-26,Morning,Weekend,1,5.00,5.00
883,7,Muffin,2016-11-26,Morning,Weekend,1,2.00,2.00
884,7,Muffin,2016-11-26,Morning,Weekend,3,2.00,6.00
885,8,Pastry,2016-11-26,Morning,Weekend,2,3.50,7.00
886,8,Pastry,2016-11-26,Morning,Weekend,2,3.50,7.00
887,8,Pastry,2016-11-26,Morning,Weekend,2,3.50,7.00
888,8,Pastry,2016-11-26,Morning,Weekend,1,3.50,3.50
889,7,Muffin,2016-11-26,Morning,Weekend,1,2.00,2.00
890,3,Cake,2016-11-26,Morning,Weekend,1,5.00,5.00
891,8,Pastry,2016-11-26,Morning,Weekend,2,3.50,7.00
892,7,Muffin,2016-11-26,Morning,Weekend,1,2.00,2.00
893,5,Fudge,2016-11-26,Morning,Weekend,1,2.00,2.00
894,7,Muffin,2016-11-26,Afternoon,Weekend,1,2.00,2.00
895,1,Alfajores,2016-11-26,Afternoon,Weekend,1,2.00,2.00
896,1,Alfajores,2016-11-26,Afternoon,Weekend,3,2.00,6.00
897,7,Muffin,2016-11-26,Afternoon,Weekend,1,2.00,2.00
898,3,Cake,2016-11-26,Afternoon,Weekend,3,5.00,15.00
899,7,Muffin,2016-11-26,Afternoon,Weekend,1,2.00,2.00
900,7,Muffin,2016-11-26,Afternoon,Weekend,1,2.00,2.00
901,8,Pastry,2016-11-26,Afternoon,Weekend,1,3.50,3.50
902,3,Cake,2016-11-26,Afternoon,Weekend,1,5.00,5.00
903,4,Cookies,2016-11-26,Afternoon,Weekend,2,1.50,3.00
904,3,Cake,2016-11-26,Afternoon,Weekend,1,5.00,5.00
905,3,Cake,2016-11-26,Afternoon,Weekend,1,5.00,5.00
906,1,Alfajores,2016-11-26,Afternoon,Weekend,1,2.00,2.00
907,1,Alfajores,2016-11-26,Afternoon,Weekend,1,2.00,2.00
908,7,Muffin,2016-11-26,Afternoon,Weekend,5,2.00,10.00
909,7,Muffin,2016-11-26,Afternoon,Weekend,1,2.00,2.00
910,8,Pastry,2016-11-26,Afternoon,Weekend,1,3.50,3.50
911,1,Alfajores,2016-11-26,Afternoon,Weekend,1,2.00,2.00
912,3,Cake,2016-11-26,Afternoon,Weekend,1,5.00,5.00
913,8,Pastry,2016-11-26,Afternoon,Weekend,1,3.50,3.50
914,1,Alfajores,2016-11-26,Afternoon,Weekend,1,2.00,2.00
915,1,Alfajores,2016-11-26,Afternoon,Weekend,2,2.00,4.00
916,1,Alfajores,2016-11-26,Afternoon,Weekend,4,2.00,8.00
917,6,Jammie Dodgers,2016-11-27,Morning,Weekend,1,1.50,1.50
918,6,Jammie Dodgers,2016-11-27,Morning,Weekend,2,1.50,3.00
919,7,Muffin,2016-11-27,Morning,Weekend,2,2.00,4.00
920,3,Cake,2016-11-27,Morning,Weekend,1,5.00,5.00
921,8,Pastry,2016-11-27,Morning,Weekend,2,3.50,7.00
922,2,Brownie,2016-11-27,Morning,Weekend,2,3.50,7.00
923,6,Jammie Dodgers,2016-11-27,Morning,Weekend,1,1.50,1.50
924,8,Pastry,2016-11-27,Morning,Weekend,1,3.50,3.50
925,8,Pastry,2016-11-27,Morning,Weekend,1,3.50,3.50
926,1,Alfajores,2016-11-27,Morning,Weekend,2,2.00,4.00
927,8,Pastry,2016-11-27,Morning,Weekend,2,3.50,7.00
928,7,Muffin,2016-11-27,Morning,Weekend,1,2.00,2.00
929,8,Pastry,2016-11-27,Morning,Weekend,1,3.50,3.50
930,2,Brownie,2016-11-27,Morning,Weekend,1,3.50,3.50
931,5,Fudge,2016-11-27,Morning,Weekend,1,2.00,2.00
932,6,Jammie Dodgers,2016-11-27,Morning,Weekend,2,1.50,3.00
933,7,Muffin,2016-11-27,Morning,Weekend,1,2.00,2.00
934,7,Muffin,2016-11-27,Morning,Weekend,1,2.00,2.00
935,7,Muffin,2016-11-27,Morning,Weekend,1,2.00,2.00
936,2,Brownie,2016-11-27,Morning,Weekend,1,3.50,3.50
937,1,Alfajores,2016-11-27,Morning,Weekend,1,2.00,2.00
938,8,Pastry,2016-11-27,Morning,Weekend,1,3.50,3.50
939,2,Brownie,2016-11-27,Morning,Weekend,2,3.50,7.00
940,6,Jammie Dodgers,2016-11-27,Afternoon,Weekend,1,1.50,1.50
941,1,Alfajores,2016-11-27,Afternoon,Weekend,1,2.00,2.00
942,2,Brownie,2016-11-27,Afternoon,Weekend,4,3.50,14.00
943,3,Cake,2016-11-27,Afternoon,Weekend,4,5.00,20.00
944,3,Cake,2016-11-27,Afternoon,Weekend,1,5.00,5.00
945,7,Muffin,2016-11-27,Afternoon,Weekend,3,2.00,6.00
946,3,Cake,2016-11-27,Afternoon,Weekend,1,5.00,5.00
947,2,Brownie,2016-11-27,Afternoon,Weekend,1,3.50,3.50
948,4,Cookies,2016-11-27,Afternoon,Weekend,3,1.50,4.50
949,4,Cookies,2016-11-27,Afternoon,Weekend,1,1.50,1.50
950,1,Alfajores,2016-11-27,Afternoon,Weekend,2,2.00,4.00
951,3,Cake,2016-11-27,Afternoon,Weekend,1,5.00,5.00
952,5,Fudge,2016-11-27,Afternoon,Weekend,2,2.00,4.00
953,2,Brownie,2016-11-27,Afternoon,Weekend,1,3.50,3.50
954,8,Pastry,2016-11-28,Morning,Weekday,2,3.50,7.00
955,8,Pastry,2016-11-28,Morning,Weekday,2,3.50,7.00
956,8,Pastry,2016-11-28,Morning,Weekday,1,3.50,3.50
957,8,Pastry,2016-11-28,Morning,Weekday,3,3.50,10.50
958,8,Pastry,2016-11-28,Morning,Weekday,1,3.50,3.50
959,4,Cookies,2016-11-28,Morning,Weekday,1,1.50,1.50
960,4,Cookies,2016-11-28,Afternoon,Weekday,2,1.50,3.00
961,4,Cookies,2016-11-28,Afternoon,Weekday,2,1.50,3.00
962,8,Pastry,2016-11-28,Afternoon,Weekday,1,3.50,3.50
963,3,Cake,2016-11-28,Afternoon,Weekday,1,5.00,5.00
964,3,Cake,2016-11-28,Afternoon,Weekday,1,5.00,5.00
965,8,Pastry,2016-11-28,Afternoon,Weekday,1,3.50,3.50
966,4,Cookies,2016-11-28,Afternoon,Weekday,1,1.50,1.50
967,8,Pastry,2016-11-29,Morning,Weekday,1,3.50,3.50
968,8,Pastry,2016-11-29,Morning,Weekday,1,3.50,3.50
969,8,Pastry,2016-11-29,Morning,Weekday,1,3.50,3.50
970,8,Pastry,2016-11-29,Morning,Weekday,2,3.50,7.00
971,8,Pastry,2016-11-29,Morning,Weekday,1,3.50,3.50
972,7,Muffin,2016-11-29,Morning,Weekday,2,2.00,4.00
973,7,Muffin,2016-11-29,Morning,Weekday,1,2.00,2.00
974,7,Muffin,2016-11-29,Morning,Weekday,1,2.00,2.00
975,7,Muffin,2016-11-29,Morning,Weekday,1,2.00,2.00
976,3,Cake,2016-11-29,Afternoon,Weekday,1,5.00,5.00
977,3,Cake,2016-11-29,Afternoon,Weekday,1,5.00,5.00
978,7,Muffin,2016-11-29,Afternoon,Weekday,1,2.00,2.00
979,4,Cookies,2016-11-29,Afternoon,Weekday,1,1.50,1.50
980,3,Cake,2016-11-29,Afternoon,Weekday,1,5.00,5.00
981,3,Cake,2016-11-29,Afternoon,Weekday,1,5.00,5.00
982,7,Muffin,2016-11-29,Afternoon,Weekday,1,2.00,2.00
983,5,Fudge,2016-11-29,Afternoon,Weekday,1,2.00,2.00
984,4,Cookies,2016-11-29,Afternoon,Weekday,1,1.50,1.50
985,3,Cake,2016-11-29,Afternoon,Weekday,1,5.00,5.00
986,8,Pastry,2016-11-29,Afternoon,Weekday,1,3.50,3.50
987,1,Alfajores,2016-11-29,Afternoon,Weekday,1,2.00,2.00
988,3,Cake,2016-11-30,Morning,Weekday,1,5.00,5.00
989,8,Pastry,2016-11-30,Morning,Weekday,1,3.50,3.50
990,4,Cookies,2016-11-30,Morning,Weekday,1,1.50,1.50
991,8,Pastry,2016-11-30,Morning,Weekday,1,3.50,3.50
992,8,Pastry,2016-11-30,Morning,Weekday,1,3.50,3.50
993,4,Cookies,2016-11-30,Morning,Weekday,1,1.50,1.50
994,5,Fudge,2016-11-30,Morning,Weekday,1,2.00,2.00
995,3,Cake,2016-11-30,Afternoon,Weekday,1,5.00,5.00
996,6,Jammie Dodgers,2016-11-30,Afternoon,Weekday,1,1.50,1.50
997,7,Muffin,2016-11-30,Afternoon,Weekday,1,2.00,2.00
998,6,Jammie Dodgers,2016-11-30,Afternoon,Weekday,1,1.50,1.50
999,4,Cookies,2016-11-30,Afternoon,Weekday,2,1.50,3.00
1000,3,Cake,2016-11-30,Afternoon,Weekday,1,5.00,5.00
1001,7,Muffin,2016-11-30,Afternoon,Weekday,1,2.00,2.00
1002,4,Cookies,2016-11-30,Afternoon,Weekday,3,1.50,4.50
1003,1,Alfajores,2016-11-30,Afternoon,Weekday,1,2.00,2.00
1004,7,Muffin,2016-11-30,Afternoon,Weekday,2,2.00,4.00
1005,1,Alfajores,2016-11-30,Afternoon,Weekday,1,2.00,2.00
1006,1,Alfajores,2016-11-30,Afternoon,Weekday,1,2.00,2.00
1007,7,Muffin,2016-11-30,Afternoon,Weekday,1,2.00,2.00
1008,4,Cookies,2016-11-30,Afternoon,Weekday,2,1.50,3.00
1009,5,Fudge,2016-11-30,Afternoon,Weekday,2,2.00,4.00
1010,8,Pastry,2016-01-12,Morning,Weekday,1,3.50,3.50
1011,8,Pastry,2016-01-12,Morning,Weekday,3,3.50,10.50
1012,8,Pastry,2016-01-12,Morning,Weekday,2,3.50,7.00
1013,7,Muffin,2016-01-12,Morning,Weekday,1,2.00,2.00
1014,8,Pastry,2016-01-12,Morning,Weekday,2,3.50,7.00
1015,8,Pastry,2016-01-12,Morning,Weekday,1,3.50,3.50
1016,8,Pastry,2016-01-12,Afternoon,Weekday,2,3.50,7.00
1017,5,Fudge,2016-01-12,Afternoon,Weekday,1,2.00,2.00
1018,1,Alfajores,2016-01-12,Afternoon,Weekday,2,2.00,4.00
1019,8,Pastry,2016-01-12,Afternoon,Weekday,2,3.50,7.00
1020,7,Muffin,2016-01-12,Afternoon,Weekday,2,2.00,4.00
1021,7,Muffin,2016-01-12,Afternoon,Weekday,1,2.00,2.00
1022,5,Fudge,2016-01-12,Afternoon,Weekday,1,2.00,2.00
1023,8,Pastry,2016-01-12,Afternoon,Weekday,1,3.50,3.50
1024,3,Cake,2016-01-12,Afternoon,Weekday,2,5.00,10.00
1025,3,Cake,2016-01-12,Afternoon,Weekday,2,5.00,10.00
1026,3,Cake,2016-01-12,Evening,Weekday,2,5.00,10.00
1027,8,Pastry,2016-02-12,Morning,Weekday,1,3.50,3.50
1028,3,Cake,2016-02-12,Morning,Weekday,1,5.00,5.00
1029,8,Pastry,2016-02-12,Morning,Weekday,2,3.50,7.00
1030,8,Pastry,2016-02-12,Morning,Weekday,1,3.50,3.50
1031,8,Pastry,2016-02-12,Morning,Weekday,1,3.50,3.50
1032,4,Cookies,2016-02-12,Morning,Weekday,2,1.50,3.00
1033,3,Cake,2016-02-12,Morning,Weekday,1,5.00,5.00
1034,5,Fudge,2016-02-12,Morning,Weekday,1,2.00,2.00
1035,8,Pastry,2016-02-12,Afternoon,Weekday,1,3.50,3.50
1036,3,Cake,2016-02-12,Afternoon,Weekday,1,5.00,5.00
1037,5,Fudge,2016-02-12,Afternoon,Weekday,3,2.00,6.00
1038,7,Muffin,2016-02-12,Afternoon,Weekday,2,2.00,4.00
1039,1,Alfajores,2016-02-12,Afternoon,Weekday,2,2.00,4.00
1040,3,Cake,2016-02-12,Afternoon,Weekday,1,5.00,5.00
1041,9,Truffles,2016-02-12,Afternoon,Weekday,1,2.50,2.50
1042,3,Cake,2016-02-12,Afternoon,Weekday,1,5.00,5.00
1043,4,Cookies,2016-02-12,Afternoon,Weekday,1,1.50,1.50
1044,8,Pastry,2016-03-12,Morning,Weekend,1,3.50,3.50
1045,8,Pastry,2016-03-12,Morning,Weekend,2,3.50,7.00
1046,8,Pastry,2016-03-12,Morning,Weekend,1,3.50,3.50
1047,8,Pastry,2016-03-12,Morning,Weekend,1,3.50,3.50
1048,3,Cake,2016-03-12,Morning,Weekend,1,5.00,5.00
1049,5,Fudge,2016-03-12,Morning,Weekend,1,2.00,2.00
1050,7,Muffin,2016-03-12,Morning,Weekend,1,2.00,2.00
1051,1,Alfajores,2016-03-12,Morning,Weekend,2,2.00,4.00
1052,3,Cake,2016-03-12,Morning,Weekend,2,5.00,10.00
1053,5,Fudge,2016-03-12,Morning,Weekend,2,2.00,4.00
1054,9,Truffles,2016-03-12,Afternoon,Weekend,3,2.50,7.50
1055,8,Pastry,2016-03-12,Afternoon,Weekend,1,3.50,3.50
1056,3,Cake,2016-03-12,Afternoon,Weekend,1,5.00,5.00
1057,3,Cake,2016-03-12,Afternoon,Weekend,2,5.00,10.00
1058,4,Cookies,2016-03-12,Afternoon,Weekend,2,1.50,3.00
1059,3,Cake,2016-03-12,Afternoon,Weekend,2,5.00,10.00
1060,7,Muffin,2016-03-12,Afternoon,Weekend,1,2.00,2.00
1061,3,Cake,2016-03-12,Afternoon,Weekend,1,5.00,5.00
1062,7,Muffin,2016-03-12,Afternoon,Weekend,1,2.00,2.00
1063,8,Pastry,2016-03-12,Afternoon,Weekend,1,3.50,3.50
1064,7,Muffin,2016-03-12,Afternoon,Weekend,2,2.00,4.00
1065,3,Cake,2016-03-12,Afternoon,Weekend,2,5.00,10.00
1066,3,Cake,2016-03-12,Afternoon,Weekend,2,5.00,10.00
1067,3,Cake,2016-03-12,Afternoon,Weekend,2,5.00,10.00
1068,5,Fudge,2016-03-12,Afternoon,Weekend,2,2.00,4.00
1069,8,Pastry,2016-03-12,Afternoon,Weekend,1,3.50,3.50
1070,5,Fudge,2016-03-12,Afternoon,Weekend,1,2.00,2.00
1071,3,Cake,2016-03-12,Afternoon,Weekend,1,5.00,5.00
1072,7,Muffin,2016-03-12,Afternoon,Weekend,1,2.00,2.00
1073,3,Cake,2016-03-12,Afternoon,Weekend,1,5.00,5.00
1074,1,Alfajores,2016-03-12,Afternoon,Weekend,1,2.00,2.00
1075,3,Cake,2016-03-12,Afternoon,Weekend,2,5.00,10.00
1076,7,Muffin,2016-03-12,Afternoon,Weekend,1,2.00,2.00
1077,1,Alfajores,2016-03-12,Afternoon,Weekend,1,2.00,2.00
1078,7,Muffin,2016-03-12,Afternoon,Weekend,1,2.00,2.00
1079,8,Pastry,2016-03-12,Afternoon,Weekend,1,3.50,3.50
1080,8,Pastry,2016-03-12,Afternoon,Weekend,1,3.50,3.50
1081,8,Pastry,2016-04-12,Morning,Weekend,1,3.50,3.50
1082,8,Pastry,2016-04-12,Morning,Weekend,1,3.50,3.50
1083,7,Muffin,2016-04-12,Morning,Weekend,1,2.00,2.00
1084,7,Muffin,2016-04-12,Morning,Weekend,1,2.00,2.00
1085,8,Pastry,2016-04-12,Morning,Weekend,2,3.50,7.00
1086,7,Muffin,2016-04-12,Morning,Weekend,1,2.00,2.00
1087,1,Alfajores,2016-04-12,Afternoon,Weekend,2,2.00,4.00
1088,4,Cookies,2016-04-12,Afternoon,Weekend,1,1.50,1.50
1089,8,Pastry,2016-04-12,Afternoon,Weekend,1,3.50,3.50
1090,1,Alfajores,2016-04-12,Afternoon,Weekend,1,2.00,2.00
1091,9,Truffles,2016-04-12,Afternoon,Weekend,1,2.50,2.50
1092,5,Fudge,2016-04-12,Afternoon,Weekend,1,2.00,2.00
1093,5,Fudge,2016-04-12,Afternoon,Weekend,1,2.00,2.00
1094,1,Alfajores,2016-04-12,Afternoon,Weekend,1,2.00,2.00
1095,3,Cake,2016-04-12,Afternoon,Weekend,1,5.00,5.00
1096,3,Cake,2016-04-12,Afternoon,Weekend,1,5.00,5.00
1097,4,Cookies,2016-04-12,Afternoon,Weekend,1,1.50,1.50
1098,3,Cake,2016-04-12,Afternoon,Weekend,1,5.00,5.00
1099,9,Truffles,2016-04-12,Afternoon,Weekend,1,2.50,2.50
1100,7,Muffin,2016-04-12,Afternoon,Weekend,1,2.00,2.00
1101,3,Cake,2016-04-12,Afternoon,Weekend,1,5.00,5.00
1102,4,Cookies,2016-04-12,Afternoon,Weekend,1,1.50,1.50
1103,7,Muffin,2016-04-12,Afternoon,Weekend,2,2.00,4.00
1104,8,Pastry,2016-04-12,Afternoon,Weekend,2,3.50,7.00
1105,9,Truffles,2016-04-12,Afternoon,Weekend,1,2.50,2.50
1106,4,Cookies,2016-04-12,Afternoon,Weekend,1,1.50,1.50
1107,4,Cookies,2016-04-12,Afternoon,Weekend,3,1.50,4.50
1108,8,Pastry,2016-05-12,Morning,Weekday,1,3.50,3.50
1109,7,Muffin,2016-05-12,Morning,Weekday,1,2.00,2.00
1110,8,Pastry,2016-05-12,Morning,Weekday,1,3.50,3.50
1111,1,Alfajores,2016-05-12,Morning,Weekday,1,2.00,2.00
1112,8,Pastry,2016-05-12,Morning,Weekday,1,3.50,3.50
1113,7,Muffin,2016-05-12,Morning,Weekday,1,2.00,2.00
1114,7,Muffin,2016-05-12,Morning,Weekday,1,2.00,2.00
1115,8,Pastry,2016-05-12,Morning,Weekday,1,3.50,3.50
1116,4,Cookies,2016-05-12,Morning,Weekday,1,1.50,1.50
1117,8,Pastry,2016-05-12,Morning,Weekday,1,3.50,3.50
1118,8,Pastry,2016-05-12,Afternoon,Weekday,1,3.50,3.50
1119,1,Alfajores,2016-05-12,Afternoon,Weekday,1,2.00,2.00
1120,7,Muffin,2016-05-12,Afternoon,Weekday,1,2.00,2.00
1121,3,Cake,2016-05-12,Afternoon,Weekday,1,5.00,5.00
1122,4,Cookies,2016-05-12,Afternoon,Weekday,6,1.50,9.00
1123,7,Muffin,2016-05-12,Afternoon,Weekday,1,2.00,2.00
1124,1,Alfajores,2016-05-12,Afternoon,Weekday,1,2.00,2.00
1125,1,Alfajores,2016-05-12,Afternoon,Weekday,1,2.00,2.00
1126,7,Muffin,2016-05-12,Afternoon,Weekday,6,2.00,12.00
1127,7,Muffin,2016-05-12,Afternoon,Weekday,1,2.00,2.00
1128,4,Cookies,2016-05-12,Afternoon,Weekday,1,1.50,1.50
1129,1,Alfajores,2016-05-12,Afternoon,Weekday,2,2.00,4.00
1130,1,Alfajores,2016-05-12,Afternoon,Weekday,1,2.00,2.00
1131,4,Cookies,2016-05-12,Afternoon,Weekday,1,1.50,1.50
1132,4,Cookies,2016-06-12,Morning,Weekday,1,1.50,1.50
1133,8,Pastry,2016-06-12,Morning,Weekday,2,3.50,7.00
1134,1,Alfajores,2016-06-12,Morning,Weekday,1,2.00,2.00
1135,7,Muffin,2016-06-12,Morning,Weekday,1,2.00,2.00
1136,8,Pastry,2016-06-12,Morning,Weekday,1,3.50,3.50
1137,7,Muffin,2016-06-12,Morning,Weekday,1,2.00,2.00
1138,4,Cookies,2016-06-12,Morning,Weekday,1,1.50,1.50
1139,7,Muffin,2016-06-12,Morning,Weekday,1,2.00,2.00
1140,8,Pastry,2016-06-12,Morning,Weekday,1,3.50,3.50
1141,1,Alfajores,2016-06-12,Morning,Weekday,2,2.00,4.00
1142,8,Pastry,2016-06-12,Morning,Weekday,1,3.50,3.50
1143,3,Cake,2016-06-12,Morning,Weekday,1,5.00,5.00
1144,3,Cake,2016-06-12,Morning,Weekday,1,5.00,5.00
1145,8,Pastry,2016-06-12,Morning,Weekday,3,3.50,10.50
1146,4,Cookies,2016-06-12,Afternoon,Weekday,3,1.50,4.50
1147,4,Cookies,2016-06-12,Afternoon,Weekday,2,1.50,3.00
1148,7,Muffin,2016-06-12,Afternoon,Weekday,1,2.00,2.00
1149,3,Cake,2016-06-12,Afternoon,Weekday,3,5.00,15.00
1150,1,Alfajores,2016-06-12,Afternoon,Weekday,1,2.00,2.00
1151,1,Alfajores,2016-06-12,Afternoon,Weekday,2,2.00,4.00
1152,3,Cake,2016-06-12,Afternoon,Weekday,1,5.00,5.00
1153,3,Cake,2016-06-12,Afternoon,Weekday,1,5.00,5.00
1154,4,Cookies,2016-06-12,Afternoon,Weekday,1,1.50,1.50
1155,7,Muffin,2016-06-12,Afternoon,Weekday,1,2.00,2.00
1156,3,Cake,2016-07-12,Morning,Weekday,1,5.00,5.00
1157,4,Cookies,2016-07-12,Morning,Weekday,1,1.50,1.50
1158,3,Cake,2016-07-12,Morning,Weekday,1,5.00,5.00
1159,1,Alfajores,2016-07-12,Morning,Weekday,1,2.00,2.00
1160,3,Cake,2016-07-12,Afternoon,Weekday,1,5.00,5.00
1161,9,Truffles,2016-07-12,Afternoon,Weekday,1,2.50,2.50
1162,4,Cookies,2016-07-12,Afternoon,Weekday,1,1.50,1.50
1163,1,Alfajores,2016-07-12,Afternoon,Weekday,1,2.00,2.00
1164,5,Fudge,2016-07-12,Evening,Weekday,2,2.00,4.00
1165,3,Cake,2016-07-12,Evening,Weekday,1,5.00,5.00
1166,3,Cake,2016-08-12,Morning,Weekday,1,5.00,5.00
1167,8,Pastry,2016-08-12,Morning,Weekday,1,3.50,3.50
1168,8,Pastry,2016-08-12,Morning,Weekday,2,3.50,7.00
1169,8,Pastry,2016-08-12,Morning,Weekday,1,3.50,3.50
1170,9,Truffles,2016-08-12,Morning,Weekday,1,2.50,2.50
1171,3,Cake,2016-08-12,Morning,Weekday,1,5.00,5.00
1172,8,Pastry,2016-08-12,Morning,Weekday,2,3.50,7.00
1173,3,Cake,2016-08-12,Morning,Weekday,3,5.00,15.00
1174,4,Cookies,2016-08-12,Morning,Weekday,2,1.50,3.00
1175,3,Cake,2016-08-12,Morning,Weekday,1,5.00,5.00
1176,8,Pastry,2016-08-12,Morning,Weekday,1,3.50,3.50
1177,8,Pastry,2016-08-12,Morning,Weekday,1,3.50,3.50
1178,9,Truffles,2016-08-12,Morning,Weekday,1,2.50,2.50
1179,3,Cake,2016-08-12,Morning,Weekday,1,5.00,5.00
1180,3,Cake,2016-08-12,Afternoon,Weekday,1,5.00,5.00
1181,3,Cake,2016-08-12,Afternoon,Weekday,1,5.00,5.00
1182,3,Cake,2016-08-12,Afternoon,Weekday,1,5.00,5.00
1183,1,Alfajores,2016-08-12,Afternoon,Weekday,1,2.00,2.00
1184,2,Brownie,2016-08-12,Afternoon,Weekday,1,3.50,3.50
1185,3,Cake,2016-09-12,Morning,Weekday,1,5.00,5.00
1186,2,Brownie,2016-09-12,Morning,Weekday,1,3.50,3.50
1187,5,Fudge,2016-09-12,Morning,Weekday,1,2.00,2.00
1188,1,Alfajores,2016-09-12,Morning,Weekday,1,2.00,2.00
1189,1,Alfajores,2016-09-12,Morning,Weekday,1,2.00,2.00
1190,2,Brownie,2016-09-12,Morning,Weekday,1,3.50,3.50
1191,5,Fudge,2016-09-12,Morning,Weekday,1,2.00,2.00
1192,3,Cake,2016-09-12,Afternoon,Weekday,1,5.00,5.00
1193,3,Cake,2016-09-12,Afternoon,Weekday,1,5.00,5.00
1194,2,Brownie,2016-09-12,Afternoon,Weekday,2,3.50,7.00
1195,5,Fudge,2016-09-12,Afternoon,Weekday,1,2.00,2.00
1196,5,Fudge,2016-09-12,Afternoon,Weekday,1,2.00,2.00
1197,2,Brownie,2016-09-12,Afternoon,Weekday,1,3.50,3.50
1198,2,Brownie,2016-09-12,Afternoon,Weekday,1,3.50,3.50
1199,2,Brownie,2016-09-12,Afternoon,Weekday,1,3.50,3.50
1200,1,Alfajores,2016-09-12,Afternoon,Weekday,2,2.00,4.00
1201,1,Alfajores,2016-09-12,Afternoon,Weekday,2,2.00,4.00
1202,3,Cake,2016-09-12,Afternoon,Weekday,1,5.00,5.00
1203,2,Brownie,2016-09-12,Afternoon,Weekday,1,3.50,3.50
1204,1,Alfajores,2016-09-12,Afternoon,Weekday,1,2.00,2.00
1205,8,Pastry,2016-10-12,Morning,Weekend,3,3.50,10.50
1206,8,Pastry,2016-10-12,Morning,Weekend,3,3.50,10.50
1207,8,Pastry,2016-10-12,Morning,Weekend,1,3.50,3.50
1208,3,Cake,2016-10-12,Morning,Weekend,1,5.00,5.00
1209,8,Pastry,2016-10-12,Morning,Weekend,2,3.50,7.00
1210,2,Brownie,2016-10-12,Morning,Weekend,2,3.50,7.00
1211,3,Cake,2016-10-12,Morning,Weekend,1,5.00,5.00
1212,8,Pastry,2016-10-12,Afternoon,Weekend,1,3.50,3.50
1213,9,Truffles,2016-10-12,Afternoon,Weekend,2,2.50,5.00
1214,6,Jammie Dodgers,2016-10-12,Afternoon,Weekend,1,1.50,1.50
1215,9,Truffles,2016-10-12,Afternoon,Weekend,1,2.50,2.50
1216,2,Brownie,2016-10-12,Afternoon,Weekend,1,3.50,3.50
1217,3,Cake,2016-10-12,Afternoon,Weekend,1,5.00,5.00
1218,3,Cake,2016-10-12,Afternoon,Weekend,1,5.00,5.00
1219,3,Cake,2016-10-12,Afternoon,Weekend,1,5.00,5.00
1220,3,Cake,2016-10-12,Afternoon,Weekend,1,5.00,5.00
1221,8,Pastry,2016-11-12,Morning,Weekend,10,3.50,35.00
1222,9,Truffles,2016-11-12,Morning,Weekend,1,2.50,2.50
